,user_ID,service,task_content_category,service_tasks,source_1,source_2,source_3,source_4,source_5,source_6,physical_strength,physical_dexterity,physical_navigation,information_processing,problem_solving,serving/attending,teaching/training/coaching,selling/influencing,managing/coordinating,caring,NRA,RM,NRM,RC,NRI,organisation,govuk_start_page_url,topic,priority,retired,verb,service_category,excluded,send_physical_letters,receive_physical_letters,manual_document_checking,identity_check,task_count,popularity,interpersonal_interaction,team_structure,form_type,rubric_score_manual,rubric_score_GPT3.5,rubric_score_GPT4,task_group_category,RTI_NRA,RTI_RM,RTI_NRM,RTI_RC,RTI_NRI,RTI,RTI_perc
50,3,apply for a divorce,"['information processing', 'problem solving', 'physical dexterity']","['performing related administrative tasks to record findings, transactions, violations and determinations', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'documenting court proceedings and judgements', 'preparing legal documents including trial briefs, pleadings, appeals, wills and contracts and preparing, papers summarizing legal positions or setting out conditions of loans or insurance', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/divorce/file-for-divorce,,,,,,0,1,0,1,1,0,0,0,0,0,0,1,0,6,0,Ministry of Justice,https://www.apply-divorce.service.gov.uk/index,"Births, deaths, marriages and care",False,False,Apply,Transactional service,False,No,Yes,,,7,0,,,,,,,"['RM', 'RC']",0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,1.0,100.0
51,3,respond to a divorce application,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","['performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'preparing legal documents including trial briefs, pleadings, appeals, wills and contracts and preparing, papers summarizing legal positions or setting out conditions of loans or insurance', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/respond-divorce-application,,,,,,0,1,0,1,1,1,0,0,0,0,0,1,0,4,0,HM Courts & Tribunals Service,https://www.respond-divorce.service.gov.uk/,"Births, deaths, marriages and care",False,False,Respond,Transactional service,False,No,Yes,,,5,0,,,,,,,"['RM', 'RC']",0.0,0.2,0.0,0.8,0.0,1.0,100.0
52,3,apply for plant export certificates and inspections,['information processing'],"['performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/apply-for-plant-export-certificates-and-inspections,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Animal and Plant Health Agency,https://exporter.apply-plant-export-certificates.service.gov.uk/,Business and self-employed,False,False,Apply,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
53,3,register to vote,"['information processing', 'physical dexterity']","['performing related administrative tasks to record findings, transactions, violations and determinations', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'transcribing information onto computers, and proofreading and correcting copy', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/register-to-vote,https://www.gov.uk/government/publications/register-to-vote-if-youre-living-in-the-uk,,,,,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,Cabinet Office,https://www.registertovote.service.gov.uk/register-to-vote/start,Citizenship and living in the UK,True,False,Register,Transactional service,False,No,Yes,,,6,0,,,,,,,"['RM', 'RC']",0.0,0.16666666666666666,0.0,0.8333333333333334,0.0,1.0,100.0
54,2,claim for loss of notice pay,"['information processing', 'problem solving', 'serving/attending']","['examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'providing information and answering questions concerning benefits and claims procedures', 'processing insurance enrolments, cancellations, claims transactions, policy changes and payments']",https://www.gov.uk/claim-loss-notice,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,7,1,Insolvency Service,https://notice.redundancy-payments.service.gov.uk/claims/personal-details,Employing people,False,False,Claim,Transactional service,False,No,No,,,8,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.875,0.125,0.75,87.5
55,2,apply for fluorinated gas (f gas) quota,"['information processing', 'problem solving', 'serving/attending']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://apply-quota.fluorinated-gas.service.gov.uk/applyforquota/index,,,,,,0,0,0,1,1,1,0,0,0,0,1,0,0,5,0,Environment Agency,https://apply-quota.fluorinated-gas.service.gov.uk/applyforquota/index,Environment and countryside,False,False,Apply,Transactional service,False,No,No,,,6,0,,,,,,,"['NRA', 'RC']",0.16666666666666666,0.0,0.0,0.8333333333333334,0.0,0.6666666666666667,83.33333333333334
56,2,register or renew your money laundering supervision with hmrc,"['information processing', 'problem solving', 'physical dexterity']","['coordinating and cooperating with other agencies involved in law enforcement, deportation and prosecution', 'investigating filed tax returns and accounting records, systems and internal controls of organizations to ensure compliance with taxation laws and regulations', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'checking figures, preparing invoices and recording details of financial transactions made', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/guidance/register-or-renew-your-money-laundering-supervision-with-hmrc,,,,,,0,1,0,1,1,0,0,0,0,0,0,1,0,6,1,HM Revenue and Customs,https://www.tax.service.gov.uk/gg/sign-in?continue=%2Fanti-money-laundering&origin=amls-frontend,Money and tax,False,False,Register,Transactional service,False,Unclear,Yes,Yes,Yes,8,0,,,,,,,"['RM', 'RC', 'NRI']",0.0,0.125,0.0,0.75,0.125,0.75,87.5
57,1,drive in a clean air zone,['information processing'],"['verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/clean-air-zones,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,"Department for Environment, Food & Rural Affairs",https://multiple-vehiclecheck.drive-clean-air-zone.service.gov.uk/what_would_you_like_to_do,Driving and transport,True,False,Drive,Transactional service,False,No,No,,,2,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
58,1,manage your student loan balance,"['information processing', 'serving/attending']","['using standard computer software packages to perform mathematical, actuarial, statistical, accounting and related calculations', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referral services ', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'checking figures, preparing invoices and recording details of financial transactions made', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'preparing reports including amounts collected, and maintain records and files related to collection work', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints', 'receiving and verifying payment by cash, cheque, credit card or automatic debit in stores, ticket offices or similar establishments']",https://www.gov.uk/sign-in-to-manage-your-student-loan-balance,https://www.gov.uk/guidance/contact-slc-repayment-enquiries,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,11,1,Student Loans Company,https://www.manage-student-loan-balance.service.gov.uk/ors,"Education, training and skills",True,False,Manage,Transactional service,False,No,No,,,12,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.9166666666666666,0.08333333333333333,0.8333333333333333,91.66666666666666
59,1,register and apply to list energy efficient products,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","[""assessing an organization's compliance with government and internal environmental regulations and guidelines, identifying violations and determining appropriate remedial action"", 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'performing related investigative and administrative tasks to record findings, document compliance problems or inappropriate business practices and to prepare reports and correspondence', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints', 'sorting, opening and sending mail']",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874744/ETL_Guidance_Note_2.pdf,,,,,,0,1,0,1,1,1,0,0,0,0,1,1,0,8,1,"Department for Business, Energy & Industrial Strategy",https://etl.beis.gov.uk/,Business and self-employed,True,False,Register,Transactional service,False,No,Yes,,,11,0,,,,,,,"['NRA', 'RM', 'RC', 'NRI']",0.09090909090909091,0.09090909090909091,0.0,0.7272727272727273,0.09090909090909091,0.6363636363636364,81.81818181818181
60,1,register for combined heat and power quality assurance and submit installation data,"['information processing', 'problem solving']","['assessing the likely impact that potential or proposed activities, projects and developments may have on the environment, and recommending whether such developments should proceed', ""assessing an organization's compliance with government and internal environmental regulations and guidelines, identifying violations and determining appropriate remedial action"", 'using standard computer software packages to perform mathematical, actuarial, statistical, accounting and related calculations', 'applying knowledge of statistical, mathematical, actuarial, accounting and related principles and practices in order to identify and solve problems arising in the course of their work', 'writing and answering business or technical letters and other similar correspondence', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'participating in the selection and admission of clients to appropriate programmes ', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'checking figures, preparing invoices and recording details of financial transactions made', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information', 'calculating totals, averages, percentages and other details and presenting them in the required tabular form', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/domestic-renewable-heat-incentive,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/583653/CHPQA_FormF2.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/583657/CHPQA_FormF3.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/583660/CHPQA_FormF4.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/583653/CHPQA_FormF2.pdf,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/583660/CHPQA_FormF4.pdf,0,0,0,1,1,0,0,0,0,0,3,0,0,12,2,"Department for Business, Energy & Industrial Strategy",https://www.gov.uk/guidance/combined-heat-power-quality-assurance-programme,Business and self-employed,True,False,Register,Transactional service,False,No,No,,,17,0,"• The provision of the service requires some degree of interpersonal interaction between individual users and service providers, but this is limited in scope and volume (e.g., a call-in to the relevant department to request information).","• Internal administrative staff: civil servants in the respective government department or agency accountable to the permanent secretary, the most senior civil servant in the department","• Document-based form (e.g., PDF)",LP,LP,MP,"['NRA', 'RC', 'NRI']",0.17647058823529413,0.0,0.0,0.7058823529411765,0.11764705882352941,0.4117647058823529,70.58823529411764
61,2,mot testing service,"['information processing', 'serving/attending']","['recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/mot-testing-service,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,Driver and Vehicle Standards Agency,https://www.mot-testing.service.gov.uk,Driving and transport,False,False,MOT,Transactional service,False,No,No,,,5,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
62,2,register a boat,"['information processing', 'problem solving']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/register-a-boat,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,Maritime and Coastguard Agency,https://ukshipregister.service.mcga.gov.uk/signin,Driving and transport,False,False,Register,Transactional service,False,No,No,,,5,0,,,,,,,"['NRA', 'RC']",0.2,0.0,0.0,0.8,0.0,0.6000000000000001,80.0
63,2,register your trailer to take it abroad,"['information processing', 'problem solving']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/register-trailer-to-take-abroad,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,Driver and Vehicle Licensing Agency,https://register-trailer.service.gov.uk/,Driving and transport,False,False,Register,Transactional service,False,No,No,,,5,0,,,,,,,"['NRA', 'RC']",0.2,0.0,0.0,0.8,0.0,0.6000000000000001,80.0
64,1,check and challenge your council tax band,"['information processing', 'problem solving', 'serving/attending']","['investigating matters of concern to the public and promoting the interests of the constituencies which they represent', 'monitoring and evaluating resources devoted to the provision of welfare, housing, and other social services', 'analysing and evaluating current systems and structures', 'reviewing existing policies and legislation to identify anomalies and out-of-date provisions ', 'assisting in planning and performing statistical, mathematical, actuarial and related calculations', 'using standard computer software packages to perform mathematical, actuarial, statistical, accounting and related calculations', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'monitoring price regulations to assess appropriateness of costs for goods and services to protect consumer interests', 'assisting clients to identify and access community resources including legal, medical and financial assistance, housing, employment, transportation, assistance with moves, day care and other referral services ', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/council-tax-bands,https://www.gov.uk/challenge-council-tax-band/evidence-supports-your-challenge,https://www.gov.uk/guidance/about-the-price-paid-data,,,,0,0,0,1,1,1,0,0,0,0,4,0,0,9,2,HM Revenue and Customs,https://www.tax.service.gov.uk/check-council-tax-band/search,Money and tax,False,False,Check,Transactional service,False,No,No,,,15,0,,,,,,,"['NRA', 'RC', 'NRI']",0.26666666666666666,0.0,0.0,0.6,0.13333333333333333,0.19999999999999998,60.0
65,1,get help with savings if you’re on a low income (help to save),['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'processing insurance enrolments, cancellations, claims transactions, policy changes and payments', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information']",https://www.gov.uk/get-help-savings-low-income/print,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,HM Revenue and Customs,https://www.tax.service.gov.uk/help-to-save/access-account,Money and tax,False,False,Get,Transactional service,False,No,No,No,No,5,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.8,0.2,0.6000000000000001,80.0
66,1,register for the soft drinks industry levy,['information processing'],"['using standard computer software packages to perform mathematical, actuarial, statistical, accounting and related calculations', 'performing related investigative and administrative tasks to record findings, document compliance problems or inappropriate business practices and to prepare reports and correspondence', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information']",https://www.gov.uk/guidance/register-for-the-soft-drinks-industry-levy,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,HM Revenue and Customs,https://www.tax.service.gov.uk/gg/sign-in?continue=/soft-drinks-industry-levy/register/start&origin=soft-drinks-industry-levy-frontend,Money and tax,False,False,Register,Transactional service,False,No,No,No,No,5,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.8,0.2,0.6000000000000001,80.0
67,2,vehicle operator licensing,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'responding to telephone or electronic enquiries or forwarding to appropriate person', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/manage-vehicle-operator-licence,,,,,,0,1,0,1,1,1,0,0,0,0,1,1,0,5,0,Driver and Vehicle Standards Agency,https://www.gov.uk/manage-vehicle-operator-licence,Driving and transport,False,False,Vehicle,Transactional service,False,No,Yes,,,7,0,,,,,,,"['NRA', 'RM', 'RC']",0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,0.0,0.7142857142857144,85.71428571428572
68,2,apply to become an academy,"['information processing', 'problem solving']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.gov.uk/guidance/convert-to-an-academy-information-for-schools,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,Department for Education,https://apply-convert-academy.service.gov.uk,"Education, training and skills",False,False,Apply,Transactional service,False,No,No,,,5,0,,,,,,,"['NRA', 'RC']",0.2,0.0,0.0,0.8,0.0,0.6000000000000001,80.0
69,1,remove a charity from the charities register,['information processing'],"['performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'recording, preparing, sorting, classifying and filing information', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/remove-charity-register#more-information,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,The Charity Commission,http://forms.charitycommission.gov.uk/dissolution-form/,Money and tax,False,False,Remove,Transactional service,False,No,No,,,4,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
70,1,apply for an emergency travel document,"['information processing', 'problem solving', 'serving/attending']","['checking travel documents of persons crossing national borders to ensure that they have the necessary authorizations and certificates', 'examining applications and approving the issue of passports', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'assisting clients to identify options and develop plans of action while providing necessary support and assistance', 'recording, preparing, sorting, classifying and filing information', 'interviewing applicants for public assistance to gather information pertinent to their application', 'verifying the accuracy of information provided', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://www.gov.uk/travel-urgently-from-abroad-without-uk-passport/how-to-apply,,,,,,0,0,0,1,1,1,0,0,0,0,0,0,0,6,2,"Foreign, Commonwealth & Development Office",https://www.apply-emergency-travel-document.service.gov.uk/,"Passports, travel and living abroad",False,False,Apply,Transactional service,False,No,No,,,8,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.75,0.25,0.5,75.0
71,1,get a passport urgently,"['information processing', 'problem solving', 'serving/attending', 'physical dexterity']","['assessing documentation and interviewing benefit recipients to ensure eligibility for continuing benefits or services', 'examining applications and approving the issue of passports', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'preparing reports and correspondence of a routine nature', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'receiving and verifying payment by cash, cheque, credit card or automatic debit in stores, ticket offices or similar establishments', 'sorting, opening and sending mail']",https://www.gov.uk/get-a-passport-urgently/print,,,,,,0,1,0,1,1,1,0,0,0,0,0,1,0,8,1,Home Office,https://www.passportappointment.service.gov.uk/outreach/publicbooking.ofml,"Passports, travel and living abroad",False,False,Get,Transactional service,False,No,Yes,,,10,0,,,,,,,"['RM', 'RC', 'NRI']",0.0,0.1,0.0,0.8,0.1,0.8,90.0
72,1,ask a question about applying for settled status,"['information processing', 'serving/attending']","['transcribing information onto computers, and proofreading and correcting copy', 'gathering and arranging the material to be typed, following instructions', 'providing information and answering questions concerning benefits and claims procedures', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints']",https://eu-settled-status-enquiries.service.gov.uk/start,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,Home Office,https://eu-settled-status-enquiries.service.gov.uk/start,Visas and immigration,False,False,Ask,Transactional service,False,No,No,,,4,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.75,0.25,0.5,75.0
73,1,request an immigration or citizenship fee waiver,"['information processing', 'problem solving', 'physical dexterity']","['coordinating and cooperating with other agencies involved in law enforcement, deportation and prosecution', 'investigating filed tax returns and accounting records, systems and internal controls of organizations to ensure compliance with taxation laws and regulations', 'examining applications and other relevant documents to determine types and amounts of benefit which individuals are eligible to receive', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'investigating facts, assembling evidence and researching relevant statutes, decisions and other legal documents to prepare cases ', 'recording, preparing, sorting, classifying and filing information', 'transcribing information onto computers, and proofreading and correcting copy', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided', 'obtaining and compiling statistical or actuarial data based on routine or special sources of information', 'writing business and government correspondence such as replies to requests for information and assistance, damage claims, credit and billing enquiries and service complaints', 'sorting, opening and sending mail']",https://www.gov.uk/get-child-citizenship-fee-waiver,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1113119/Child_Citizenship_Fee_Waiver_main_form_10-22_-_reader_extended.pdf,https://visas-immigration.service.gov.uk/product/fee-waiver#,https://www.gov.uk/government/publications/citizenship-fee-waiver-for-individuals-under-18-caseworker-guidance/affordability-fee-waiver-citizenship-registration-for-individuals-under-the-age-of-18-accessible,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1083282/Affordability_fee_waiver_overseas_Human_Rights-based_applications_ext.pdf,https://www.gov.uk/government/publications/applications-for-a-fee-waiver-and-refunds,0,1,0,1,1,0,0,0,0,0,1,1,0,8,2,Home Office,https://www.gov.uk/get-child-citizenship-fee-waiver,Visas and immigration,False,False,Request,Transactional service,False,No,Yes,,,12,0,,,,,,,"['NRA', 'RM', 'RC', 'NRI']",0.08333333333333333,0.08333333333333333,0.0,0.6666666666666666,0.16666666666666666,0.5,75.0
74,2,get school experience,"['information processing', 'problem solving']","['examining applications and relevant documents and determining whether a licence can be granted and the conditions which should be attached', 'performing related administrative tasks to process applications, document activities, evaluations and determinations, and to prepare correspondence to inform applicants of licensing decisions', 'recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://schoolexperience.education.gov.uk/,,,,,,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,Department for Education,https://schoolexperience.education.gov.uk,"Education, training and skills",False,False,Get,Transactional service,False,No,No,,,5,0,,,,,,,"['NRA', 'RC']",0.2,0.0,0.0,0.8,0.0,0.6000000000000001,80.0
75,2,publish teacher training courses,['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://becoming-a-teacher.design-history.education.gov.uk/publish-teacher-training-courses/,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Department for Education,https://www.publish-teacher-training-courses.service.gov.uk,"Education, training and skills",False,False,Publish,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
76,2,register trainee teachers,['information processing'],"['recording, preparing, sorting, classifying and filing information', 'filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents', 'verifying the accuracy of information provided']",https://www.register-trainee-teachers.service.gov.uk/,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,Department for Education,https://www.register-trainee-teachers.education.gov.uk,"Education, training and skills",False,False,Register,Transactional service,False,No,No,,,3,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
77,2,support with delivering t levels,['serving/attending'],"['assisting clients to identify options and develop plans of action while providing necessary support and assistance', 'responding to telephone or electronic enquiries or forwarding to appropriate person']",https://support.tlevels.gov.uk/hc/en-gb,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,Department for Education,https://support.tlevels.gov.uk/hc/en-gb,"Education, training and skills",False,False,Support,Transactional service,False,No,No,,,2,0,,,,,,,"['RC', 'NRI']",0.0,0.0,0.0,0.5,0.5,0.0,50.0
78,3,send your fit note for your esa claim,"['information processing', 'physical dexterity']","['performing related administrative tasks to record findings, transactions, violations and determinations', 'performing related administrative tasks to document findings, maintain records and report on actions taken for cases', 'performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information', 'transcribing information onto computers, and proofreading and correcting copy', 'verifying the accuracy of information provided', 'sorting, opening and sending mail']",https://www.gov.uk/send-fit-note,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,Department for Work and Pensions,https://send-fit-note.service.gov.uk/,Benefits,False,False,Send,Transactional service,False,No,Yes,,,7,0,,,,,,,"['RM', 'RC']",0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,1.0,100.0
79,3,tell us once,['information processing'],"['performing related administrative tasks to maintain client records and prepare reports on determinations regarding eligibility, referral decisions, termination of benefits and abuse or fraud', 'recording, preparing, sorting, classifying and filing information']",https://www.gov.uk/after-a-death/organisations-you-need-to-contact-and-tell-us-once,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,Department for Work and Pensions,https://tell-us-someone-died.dwp.gov.uk/death/enrich/recover,"Births, deaths, marriages and care",False,False,Tell,Transactional service,False,No,No,,,2,0,,,,,,,['RC'],0.0,0.0,0.0,1.0,0.0,1.0,100.0
